CUI1	CUI2	Disease1	Disease2	PubMed1	PubMed2	Common_PubMed_IDs	Level_of_similarity	Level_of_confidence
C0343055	C2748507	Generalized pustular psoriasis	INTERLEUKIN 1 RECEPTOR ANTAGONIST DEFICIENCY	594	32	3	1	2
C2749685	C2931187	"CYSTINOSIS, ATYPICAL NEPHROPATHIC"	Nephropathic cystinosis	3	1450	3	0	1
C0004238	C0018784	Atrial Fibrillation	Sensorineural Hearing Loss	72805	29379	3	1	1
C0020473	C4015870	Hyperlipidemia	"HYPERLIPOPROTEINEMIA, TYPE III, DUE TO APOE4-PHILADELPHIA"	77353	3	3	1	2
C0150312	C0268147	Present	"Glycogen storage disease, type IX"	600000	63	3	1	2
C0175704	C0410530	LEOPARD Syndrome	Metachondromatosis	420	53	3	1	2
C0018799	C1970237	Heart Diseases	"Microphthalmia, Isolated 3"	600000	97	3	1	2
C1851162	C3469524	"BLADDER CANCER, SOMATIC"	"PROSTATE CANCER, SUSCEPTIBILITY TO"	398	3698	3	0	3
C0340643	C1336839	Dissection of aorta	Type 1 Papillary Renal Cell Carcinoma	24314	2737	3	1	1
C0025286	C1835398	Meningioma	LI-FRAUMENI SYNDROME 1	22162	454	3	1	2
C0010278	C0034013	Craniosynostosis	Precocious Puberty	6837	5742	3	1	1
C0010278	C0021359	Craniosynostosis	Infertility	6837	89090	3	1	3
C0175701	C4016488	Aarskog syndrome	AARSKOG-SCOTT SYNDROME WITH ATTENTION DEFICIT-HYPERACTIVITY DISORDER	110	4	3	0	1
C0039292	C1527336	Tangier Disease	Sjogren's Syndrome	742	15201	3	1	1
C0403553	C1857662	Renal dysplasia and retinal aplasia	COACH syndrome	108	27	3	1	2
C0030567	C3711381	Parkinson Disease	Hereditary Diffuse Leukoencephalopathy with Spheroids	73702	83	3	1	2
C1868598	C1876203	PARIETAL FORAMINA	Frontonasal dysplasia	121	185	3	1	2
C0027819	C4016397	Neuroblastoma	"CHRONIC MYELOID LEUKEMIA, RESISTANT TO IMATINIB"	39783	1436	3	1	1
C0040156	C1859979	Thyrotoxicosis	Precocious puberty in males	9193	2767	3	1	1
C0265234	C4048228	Branchio-Oto-Renal Syndrome	Congenital anomaly of anterior segment of eye	317	4607	3	1	2
C0265234	C0339309	Branchio-Oto-Renal Syndrome	Congenital anomaly of iris	317	2457	3	1	2
C3151568	C4228353	"NEPHROTIC SYNDROME, TYPE 4"	Cardiac malformations	635	168650	3	1	1
C0158646	C0549473	Cleft palate with cleft lip	Thyroid carcinoma	15183	68555	3	1	1
C0339539	C1858262	Familial Exudative Vitreoretinopathy	"EXUDATIVE VITREORETINOPATHY, DIGENIC"	320	3	3	0	2
C0271990	C3889325	delta-Thalassemia	HEMOGLOBIN E PHENOTYPE	660	135	3	1	2
C0342384	C0346300	Idiopathic hypogonadotropic hypogonadism	Pituitary carcinoma	337	35065	3	1	2
C0009207	C3553298	Cockayne Syndrome	UV-SENSITIVE SYNDROME 2	1225	3	3	1	2
C0080024	C0221013	Piebaldism	"Mastocytosis, Systemic"	334	2170	3	1	2
C0023461	C0080024	"Leukemia, Mast-Cell"	Piebaldism	1772	334	3	1	2
C0265286	C3888088	Dyggve-Melchior-Clausen syndrome	SMITH-MCCORT DYSPLASIA 1	66	5	3	0	1
C3541518	C4016054	"ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT"	"MARFAN SYNDROME, NEONATAL"	13	429	3	0	1
C0079744	C0162872	Diffuse Large B-Cell Lymphoma	"Aortic Aneurysm, Thoracic"	24275	19227	3	1	1
C0029464	C0432252	Osteosclerosis	Osteoporosis with pseudoglioma	6048	118	3	1	2
C0011195	C2608082	Dejerine-Sottas Disease	Charcot-Marie-Tooth disease type 4f (diagnosis)	6822	3	3	1	2
C0268363	C1567743	Osteogenesis imperfecta type IV	"Alport Syndrome, Autosomal Dominant"	369	2106	3	1	2
C0002312	C4285057	alpha-Thalassemia	HEMOGLOBIN MEMPHIS PHENOTYPE	7139	14	3	0	1
C0300948	C1531773	Caudal Regression Syndrome	Currarino triad	321	114	3	1	2
C0238339	C1842402	Hereditary pancreatitis	TROPICAL CALCIFIC PANCREATITIS	522	63	3	0	3
C0036341	C0085220	Schizophrenia	Cerebral Amyloid Angiopathy	134381	2894	3	1	1
C0242383	C1527336	Age related macular degeneration	Sjogren's Syndrome	29421	15201	3	1	1
C0238357	C0752124	Hyperkalemic periodic paralysis	Spinocerebellar Ataxia Type 6	380	6691	3	1	2
C0345893	C4016725	Juvenile polyposis syndrome	"TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE II"	217	233	3	1	2
C0005586	C0341862	Bipolar Disorder	Hypothalamic amenorrhea	48102	2122	3	1	1
C0029422	C0238462	Osteochondrodysplasias	Medullary carcinoma of thyroid	28883	7190	3	1	1
C0079744	C0238462	Diffuse Large B-Cell Lymphoma	Medullary carcinoma of thyroid	24275	7190	3	1	3
C1833929	C3888239	"THYROID CARCINOMA, SPORADIC MEDULLARY"	"HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 1"	948	104	3	0	1
C0004238	C0009088	Atrial Fibrillation	Cluster Headache	72805	3880	3	1	1
C0338508	C0342782	"Optic Atrophy, Autosomal Dominant"	Depletion of mitochondrial DNA	541	2282	3	1	1
C0021655	C2674173	Insulin Resistance	"Achondroplasia, Severe, With Developmental Delay And Acanthosis Nigricans"	113459	2697	3	1	1
C0018799	C1846171	Heart Diseases	"Lissencephaly, X-Linked, 2"	600000	59	3	1	2
C0013575	C2749665	Ectodermal Dysplasia	SPLIT-HAND/FOOT MALFORMATION 6	5832	37	3	1	2
C0220658	C1300256	Pfeiffer Syndrome	"Thanatophoric dysplasia, type 1"	2199	125	3	1	2
C0079744	C0220658	Diffuse Large B-Cell Lymphoma	Pfeiffer Syndrome	24275	2199	3	1	1
C0205713	C0220658	Roussy-Levy Syndrome	Pfeiffer Syndrome	4601	2199	3	1	1
C0011053	C3536983	Deafness	Familial Hypophosphatemic Rickets	39032	889	3	1	1
C0079154	C1527336	Congenital Nonbullous Ichthyosiform Erythroderma	Sjogren's Syndrome	1097	15201	3	1	1
C0079661	C0393584	Klein's Syndrome	Benign Hereditary Chorea	1033	16885	3	1	1
C0003486	C4015954	Aortic Aneurysm	"EHLERS-DANLOS SYNDROME, TYPE IV, VARIANT"	60865	118	3	1	2
C0265253	C3279941	Stickler syndrome	"STICKLER SYNDROME, TYPE IV"	344	3	3	0	3
C0005283	C3889857	beta Thalassemia	HEMOGLOBIN QUONG SZE PHENOTYPE	14284	7	3	1	2
C3714756	C4310966	Intellectual Disability	"CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL, WITH HIRSCHSPRUNG DISEASE"	97825	95	3	1	2
C1847604	C3714756	Van der Woude syndrome 2	Intellectual Disability	115	97825	3	1	2
C0239849	C0598226	Harlequin Fetus	Harlequin type ichthyosis	1126	3	3	0	1
C0009363	C3495488	Congenital ocular coloboma	Axenfeld-Rieger syndrome	3056	211	3	1	2
C0009363	C3714873	Congenital ocular coloboma	"Axenfeld-Rieger Syndrome, Type 1"	3056	211	3	1	2
C0038015	C1849937	Spondyloepiphyseal Dysplasia	Disproportionate short-limb short stature	29077	7	3	1	2
C0013336	C4016650	Dwarfism	KLIPPEL-FEIL SYNDROME 2	17277	242	3	1	2
C1260873	C2752009	Aortic valve disorder	White matter lesion	21735	5168	3	1	1
C0270912	C3714934	"Charcot-Marie-Tooth Disease, Type Ib"	"MYOPATHY, MYOFIBRILLAR, 3"	4570	230	3	1	2
C0266525	C2678503	Irido-corneal dysgenesis	"AXENFELD-RIEGER SYNDROME, TYPE 3"	12	211	3	0	3
C1841973	C1846223	"Pseudohermaphroditism, Female, With Hypokalemia, Due To Glucocorticoid Resistance"	Adrenal hypoplasia	43	6817	3	1	2
C1845235	C1868720	"Heterotopia, Periventricular, Ehlers-Danlos Variant"	Periventricular Nodular Heterotopia	3	321	3	0	1
C4016457	C4073107	"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 2A, SEVERE"	Incomplete congenital stationary night blindness	10	110	3	0	2
C0017662	C2752040	"Glomerulonephritis, Membranoproliferative"	"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2"	3840	45	3	1	2
C0391957	C0752124	idiopathic epilepsy	Spinocerebellar Ataxia Type 6	3746	6691	3	1	1
C0032000	C3151185	Pituitary Adenoma	SHORT-RIB THORACIC DYSPLASIA 4 WITH OR WITHOUT POLYDACTYLY	36772	3310	3	1	1
C0014527	C0029408	Epidermolysis Bullosa	Degenerative polyarthritis	5786	79407	3	0	1
C1857569	C1857572	CORNEAL ENDOTHELIAL DYSTROPHY 2	CORNEAL DYSTROPHY AND PERCEPTIVE DEAFNESS	22	28	3	0	1
C0020608	C0028738	Hypodontia	Nystagmus	4163	17035	3	1	1
C3276096	C4083050	ATRIAL SEPTAL DEFECT 7 WITH OR WITHOUT ATRIOVENTRICULAR CONDUCTION DEFECTS	Tooth agenesis	18003	12777	3	1	1
C0029434	C1850169	Osteogenesis Imperfecta	"OSTEOGENESIS IMPERFECTA, TYPE IX"	5398	3	3	0	1
C0005586	C3862275	Bipolar Disorder	"SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO"	48102	3337	3	1	1
C0152200	C3151066	Achromatopsia	RETINITIS PIGMENTOSA 45	4390	289	3	1	2
C0019061	C4288963	Hemolytic-Uremic Syndrome	Hepatitis C Virus Infection	7975	32626	3	1	1
C0038644	C3150943	Sudden infant death syndrome	Long Qt Syndrome 2	11589	81	3	1	2
C0024141	C0042580	"Lupus Erythematosus, Systemic"	Vesico-Ureteral Reflux	68503	8240	3	1	3
C0003486	C3541518	Aortic Aneurysm	"ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT"	60865	13	3	1	2
C1856439	C3278153	"GLAUCOMA 3, PRIMARY CONGENITAL, A"	"GLAUCOMA, PRIMARY OPEN ANGLE, JUVENILE-ONSET"	402	115	3	0	1
C0020676	C0345392	Hypothyroidism	Congenital kyphoscoliosis	42860	359	3	1	2
C0002312	C3891410	alpha-Thalassemia	HEMOGLOBIN AGRINIO PHENOTYPE	7139	3	3	0	1
C0002312	C3889928	alpha-Thalassemia	HEMOGLOBIN INDIANAPOLIS PHENOTYPE	7139	5	3	1	2
C0917713	C3888204	Becker Muscular Dystrophy	ACTN3 DEFICIENCY	11109	64	3	1	2
C1291230	C1864903	3-Hydroxyacyl-CoA Dehydrogenase Deficiency	Hyperinsulinemic hypoglycemia	122	1842	3	1	2
C0085298	C0238358	Sudden Cardiac Death	Hypokalemic periodic paralysis	31397	1022	3	1	1
C1567744	C2937358	"Alport Syndrome, Autosomal Recessive"	Cerebral Hemorrhage	2094	56330	3	1	1
C0029422	C3469522	Osteochondrodysplasias	"BREAST CANCER, SUSCEPTIBILITY TO"	28883	12696	3	1	1
C0002768	C0549473	Congenital Pain Insensitivity	Thyroid carcinoma	653	68555	3	1	1
C0004352	C0039685	Autistic Disorder	Tetralogy of Fallot	21522	11426	3	1	1
C0542519	C0687120	Congenital absence of kidney	Nephronophthisis	666	745	3	1	3
C0027708	C4021107	Nephroblastoma	Non-obstructive azoospermia	12539	791	3	1	1
C0001080	C0795998	Achondroplasia	JACKSON-WEISS SYNDROME	2697	20	3	1	2
C0242343	C4083050	Panhypopituitarism	Tooth agenesis	1599	12777	3	1	1
C0018817	C1840528	Atrial Septal Defects	HOLOPROSENCEPHALY 4	17477	496	3	1	2
C0008925	C0265264	Cleft Palate	Holt-Oram syndrome	26388	424	3	1	2
C0011053	C1449842	Deafness	"Pseudohypoaldosteronism, Type I, Autosomal Dominant"	39032	770	3	1	1
C0027726	C0524528	Nephrotic Syndrome	Pervasive Development Disorder	21763	30510	3	1	1
C0031269	C1860896	Peutz-Jeghers Syndrome	"COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 6"	2377	144	3	1	2
C0340970	C2751630	Congenital neutropenia	Dursun Syndrome	680	4	3	1	2
C0024899	C0031269	Mastocytosis	Peutz-Jeghers Syndrome	6995	2377	3	1	1
C0027127	C0270851	Myotonia Congenita	Benign neonatal epilepsy	1128	570	3	1	1
C0175778	C1848934	Larsen syndrome	SPONDYLOCARPOTARSAL SYNOSTOSIS SYNDROME	147	36	3	0	1
C0018099	C3495427	Gout	Fanconi-Bickel Syndrome	17120	3262	3	1	3
C0033804	C0178703	Pseudohermaphroditism	Hypertrophic osteoarthropathy	42724	2605	3	1	1
C0004352	C0158646	Autistic Disorder	Cleft palate with cleft lip	21522	15183	3	1	3
C0003076	C3151060	Aniridia	"Macular Degeneration, Age-Related, 6"	1493	8928	3	1	1
C2936858	C4289986	Congenital adrenal hyperplasia due to 21 hydroxylase deficiency	Aldosterone Synthase Deficiency	578	200	3	1	2
C0005411	C0270612	Biliary Atresia	Leukoencephalopathies	4757	29481	3	1	1
C0220658	C0340643	Pfeiffer Syndrome	Dissection of aorta	2199	24314	3	1	1
C0023931	C0033687	Lobstein's Disease	Proteinuria	5402	58841	3	1	1
C1136249	C1275081	"Mental Retardation, X-Linked"	Cardio-facio-cutaneous syndrome	14636	248	3	1	2
C0005283	C4017513	beta Thalassemia	HEMOGLOBIN HOPKINS 1 PHENOTYPE	14284	20	3	0	1
C0010273	C4016103	Craniofacial Dysostosis	"HYPOGONADOTROPIC HYPOGONADISM 2 WITH OR WITHOUT ANOSMIA, SUSCEPTIBILITY TO"	5697	5965	3	1	1
C0005283	C3891922	beta Thalassemia	HEMOGLOBIN A(2) CANADA PHENOTYPE	14284	8	3	1	2
C0005283	C4017529	beta Thalassemia	HEMOGLOBIN B(2) PHENOTYPE	14284	7	3	1	2
C0005283	C3891946	beta Thalassemia	HEMOGLOBIN F (JAMAICA) PHENOTYPE	14284	11	3	1	2
C0005283	C3891133	beta Thalassemia	HEMOGLOBIN N (BALTIMORE) PHENOTYPE	14284	17	3	0	1
C0020445	C0034089	"Hypercholesterolemia, Familial"	Pulmonary Valve Stenosis	8959	13326	3	0	1
C0020445	C1857761	"Hypercholesterolemia, Familial"	Alagille Syndrome 2	8959	886	3	1	1
C0684219	C3502809	Myokymia	Generalized Epilepsy with Febrile Seizures Plus	641	218	3	1	2
C0239849	C4281993	Harlequin Fetus	Neonatal respiratory distress	1126	19577	3	1	1
C0038015	C4015954	Spondyloepiphyseal Dysplasia	"EHLERS-DANLOS SYNDROME, TYPE IV, VARIANT"	29077	118	3	1	2
C0002878	C3891922	"Anemia, Hemolytic"	HEMOGLOBIN A(2) CANADA PHENOTYPE	74976	8	3	1	2
C0003850	C0085280	Arteriosclerosis	Alagille Syndrome	168968	886	3	1	1
C0265950	C1836635	Venous malformation	Loeys-Dietz Aortic Aneurysm Syndrome	32747	436	3	1	2
C1836635	C2931764	Loeys-Dietz Aortic Aneurysm Syndrome	Furlong syndrome	436	44	3	0	1
C0011881	C0431693	Diabetic Nephropathy	Renal cysts and diabetes syndrome	32324	38	3	1	2
C0751882	C3553943	"Myasthenic Syndromes, Congenital"	"T-CELL IMMUNODEFICIENCY, RECURRENT INFECTIONS, AND AUTOIMMUNITY WITH OR WITHOUT CARDIAC MALFORMATIONS"	621	168719	3	1	1
C0007193	C0751951	"Cardiomyopathy, Dilated"	Central Core Myopathy	21868	353	3	1	3
C0085280	C0242383	Alagille Syndrome	Age related macular degeneration	886	29421	3	1	1
C0162872	C0206141	"Aortic Aneurysm, Thoracic"	Idiopathic Hypereosinophilic Syndrome	19227	5338	3	1	1
C0005779	C1563705	Blood Coagulation Disorders	"Nephrogenic Diabetes Insipidus, Type I"	97421	1510	3	1	1
C0010674	C2931838	Cystic Fibrosis	Familial HDL deficiency	49380	1152	3	1	1
C1282971	C3853779	"von Willebrand Disease, Type 2B"	Neonatal Alloimmune Thrombocytopenia	444	850	3	1	2
C0024507	C1969057	Majewski Syndrome	Noonan Syndrome 5	482	414	3	1	2
C0001080	C1969057	Achondroplasia	Noonan Syndrome 5	2697	414	3	1	2
C0263313	C0349788	Pemphigus Foliaceus	Arrhythmogenic Right Ventricular Dysplasia	9952	2509	3	1	1
C0349788	C1860238	Arrhythmogenic Right Ventricular Dysplasia	"WOOLLY HAIR, AUTOSOMAL DOMINANT"	2509	29	3	1	2
C0220669	C0238358	Familial benign neonatal epilepsy	Hypokalemic periodic paralysis	570	1022	3	1	1
C0029422	C0029925	Osteochondrodysplasias	Ovarian Carcinoma	28883	34444	3	1	1
C0029925	C4017653	Ovarian Carcinoma	"SPERMATOCYTIC SEMINOMA, SOMATIC"	34444	26	3	1	2
C0038644	C0232208	Sudden infant death syndrome	Atrioventricular junctional rhythm	11589	521	3	1	1
C0038644	C4013949	Sudden infant death syndrome	IMMUNODEFICIENCY 30	11589	23466	3	1	1
C0009402	C0023787	Colorectal Carcinoma	Lipodystrophy	201452	6255	3	1	1
C0009402	C0221013	Colorectal Carcinoma	"Mastocytosis, Systemic"	201452	2170	3	1	1
C1833056	C1843898	"Obesity, early-onset"	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 4	1101	161	3	1	2
C0079588	C4017094	"Ichthyosis, X-Linked"	"METACHROMATIC LEUKODYSTROPHY, SEVERE"	614	129	3	1	2
C0019569	C1274233	Hirschsprung Disease	T-lymphocyte immunodeficiency	4704	34915	3	1	1
C0004245	C2931401	Atrioventricular Block	Long QT syndrome type 3	12755	112	3	1	2
C0023461	C0221026	"Leukemia, Mast-Cell"	X-linked agammaglobulinemia	1772	865	3	1	1
C0221026	C3552634	X-linked agammaglobulinemia	LYMPHOPROLIFERATIVE SYNDROME 1	865	1282	3	1	1
C0079299	C0259771	Epidermolysis Bullosa Simplex Kobner	Steatocystoma multiplex	826	245	3	1	2
C0009952	C0014804	Febrile Convulsions	Erythromelalgia	5067	818	3	1	3
C0013581	C1321551	Ectopia Lentis	Shprintzen-Goldberg syndrome	693	59	3	1	2
C0020608	C0079661	Hypodontia	Klein's Syndrome	4163	1033	3	1	1
C1858262	C4072980	"EXUDATIVE VITREORETINOPATHY, DIGENIC"	Exudative vitreoretinopathy	3	400	3	0	2
C0025237	C0265283	Melnick-Needles Syndrome	"Atelosteogenesis, type 1"	28926	3	3	1	2
C1858806	C2985437	CONE-ROD DYSTROPHY 3	Null Allele	365	9483	3	1	2
C0018818	C0393584	Ventricular Septal Defects	Benign Hereditary Chorea	17602	16885	3	1	1
C0027819	C1704423	Neuroblastoma	Milroy Disease	39783	13572	3	1	1
C0013720	C1846845	Ehlers-Danlos Syndrome	Early onset osteoarthritis	3717	698	3	1	1
C0014859	C0152171	Esophageal Neoplasms	Idiopathic pulmonary hypertension	53754	4458	3	1	1
C0028326	C3267076	Noonan Syndrome	Familial scaphocephaly syndrome	2113	289	3	1	2
C0175701	C1263846	Aarskog syndrome	Attention deficit hyperactivity disorder	110	33219	3	1	2
C0079154	C0598226	Congenital Nonbullous Ichthyosiform Erythroderma	Harlequin type ichthyosis	1097	3	3	0	3
C0023467	C0158646	"Leukemia, Myelocytic, Acute"	Cleft palate with cleft lip	73162	15183	3	1	1
C0021364	C1704423	Male infertility	Milroy Disease	45629	13572	3	1	1
C0001080	C0587248	Achondroplasia	Costello syndrome	2697	665	3	1	1
C0270862	C1858891	Hemiplegic migraine	PARAMYOTONIA CONGENITA/HYPERKALEMIC PERIODIC PARALYSIS	999	120	3	1	2
C0005283	C4017452	beta Thalassemia	HEMOGLOBIN I (TEXAS) PHENOTYPE	14284	46	3	1	2
C0000889	C0018553	Acanthosis Nigricans	"Hamartoma Syndrome, Multiple"	2320	1768	3	1	1
C0018553	C0221013	"Hamartoma Syndrome, Multiple"	"Mastocytosis, Systemic"	1768	2170	3	1	1
C0018553	C0024899	"Hamartoma Syndrome, Multiple"	Mastocytosis	1768	6995	3	1	1
C0238358	C1843140	Hypokalemic periodic paralysis	"SEIZURES, BENIGN FAMILIAL INFANTILE, 3"	1022	570	3	1	1
C0265215	C3150796	Meckel-Gruber syndrome	NEPHRONOPHTHISIS 11	232	80	3	1	2
C0009081	C0079541	Congenital clubfoot	Holoprosencephaly	4141	2050	3	1	3
C0037772	C0863094	Spastic Paraplegia	Recurrent respiratory tract infections	21054	7866	3	1	1
C0005779	C0162283	Blood Coagulation Disorders	Nephrogenic Diabetes Insipidus	97421	1510	3	1	3
C0013336	C0265216	Dwarfism	X-linked hydrocephalus syndrome	17277	144	3	1	2
C0265965	C3553617	Dyskeratosis Congenita	"PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 1"	998	5	3	1	2
C0270912	C4017284	"Charcot-Marie-Tooth Disease, Type Ib"	BLOOD GROUP--LUTHERAN NULL	4570	18234	3	1	1
C0028326	C2674950	Noonan Syndrome	"LUNG CANCER, SUSCEPTIBILITY TO"	2113	5827	3	1	1
C0085110	C0524528	Severe Combined Immunodeficiency	Pervasive Development Disorder	7990	30510	3	1	1
C0033806	C2932716	Pseudohypoparathyroidism	Pseudohypoparathyroidism Type 1C	1855	3	3	0	3
C0031269	C0079744	Peutz-Jeghers Syndrome	Diffuse Large B-Cell Lymphoma	2377	24275	3	1	3
C0238357	C1720416	Hyperkalemic periodic paralysis	Episodic ataxia type 2	380	235	3	1	2
C0542519	C2239176	Congenital absence of kidney	Liver carcinoma	666	130028	3	1	3
C0020615	C1846862	Hypoglycemia	PARKINSON DISEASE 8	45772	10370	3	1	1
C0021655	C0340643	Insulin Resistance	Dissection of aorta	113459	24314	3	1	1
C2936858	C2985437	Congenital adrenal hyperplasia due to 21 hydroxylase deficiency	Null Allele	578	9483	3	1	1
C0238198	C3469524	Gastrointestinal Stromal Tumors	"PROSTATE CANCER, SUSCEPTIBILITY TO"	8324	3698	3	1	1
C0034091	C0039445	Pulmonary Veno-Occlusive Disease	Hereditary hemorrhagic telangiectasia	1070	3641	3	1	1
C2939465	C4016530	Deficiency of glucose-6-phosphate dehydrogenase	G6PD NASHVILLE PHENOTYPE	5461	4	3	1	2
C2939465	C4017571	Deficiency of glucose-6-phosphate dehydrogenase	G6PD SASSARI PHENOTYPE	5461	4	3	1	2
C2939465	C4016527	Deficiency of glucose-6-phosphate dehydrogenase	G6PD CANTON PHENOTYPE	5461	3	3	1	2
C0005586	C0848558	Bipolar Disorder	Hypospadias	48102	6633	3	1	1
C0015503	C0546837	Factor VII Deficiency	Malignant neoplasm of esophagus	1829	53944	3	1	1
C1275808	C3266898	Congenital central hypoventilation	Waardenburg Syndrome	581	1033	3	1	1
C0238395	C0268465	Male Pseudohermaphroditism	Phenylketonuria II	4886	6732	3	1	3
C0010273	C0042580	Craniofacial Dysostosis	Vesico-Ureteral Reflux	5697	8240	3	1	1
C0018798	C0029899	Congenital Heart Defects	Otosclerosis	147610	5680	3	1	3
C0220992	C0268547	Histidinemia	Argininosuccinic Aciduria	141	265	3	1	3
C0007959	C0022579	Charcot-Marie-Tooth Disease	Keratoderma	4570	2901	3	1	1
C0042580	C1563720	Vesico-Ureteral Reflux	Kallmann Syndrome 2	8240	855	3	1	1
C0220710	C1865353	Medium-chain acyl-coenzyme A dehydrogenase deficiency	Ethylmalonic aciduria	438	75	3	1	2
C0025269	C0345893	Multiple Endocrine Neoplasia Type 2b	Juvenile polyposis syndrome	813	217	3	1	2
C0158646	C2239176	Cleft palate with cleft lip	Liver carcinoma	15183	130028	3	1	1
C0027726	C4016103	Nephrotic Syndrome	"HYPOGONADOTROPIC HYPOGONADISM 2 WITH OR WITHOUT ANOSMIA, SUSCEPTIBILITY TO"	21763	5965	3	1	1
C0027819	C1969057	Neuroblastoma	Noonan Syndrome 5	39783	414	3	1	2
C0007102	C0016037	Malignant tumor of colon	Fibrodysplasia Ossificans Progressiva	85229	2426	3	1	1
C0003486	C0238157	Aortic Aneurysm	Benign hematuria	60865	1429	3	1	1
C0268292	C4289986	Congenital adrenal hyperplasia due to 11-Beta-hydroxylase deficiency	Aldosterone Synthase Deficiency	68	200	3	1	2
C0007115	C0158646	Malignant neoplasm of thyroid	Cleft palate with cleft lip	67377	15183	3	1	1
C0040034	C0085758	Thrombocytopenia	"Aganglionosis, Colonic"	70120	4776	3	1	1
C0080333	C0259771	Weber-Cockayne Syndrome	Steatocystoma multiplex	831	245	3	1	2
C2673946	C3266898	Foveal hypoplasia (finding)	Waardenburg Syndrome	152	1033	3	1	2
C1861862	C3151356	"Cardiomyopathy, Familial Hypertrophic, 4"	"MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2B, REMITTING, WITH OR WITHOUT MENTAL RETARDATION"	383	112283	3	1	2
C0002395	C4015780	Alzheimer's Disease	"ALZHEIMER DISEASE, FAMILIAL, WITH SPASTIC PARAPARESIS AND UNUSUAL PLAQUES"	139725	3	3	1	2
C0393484	C1142166	Rasmussen Syndrome	Brugada Syndrome	63615	4775	3	1	1
C0009402	C4016103	Colorectal Carcinoma	"HYPOGONADOTROPIC HYPOGONADISM 2 WITH OR WITHOUT ANOSMIA, SUSCEPTIBILITY TO"	201452	5965	3	1	1
C0751122	C1955837	Infantile Severe Myoclonic Epilepsy	Sudden Unexplained Nocturnal Death Syndrome (SUNDS)	4923	4785	3	1	1
C0686353	C0949658	"Muscular Dystrophies, Limb-Girdle"	"Cardiomyopathy, Hypertrophic, Familial"	1891	1512	3	1	1
C3266863	C3887645	"Atypical Mycobacteriosis, Familial"	Job Syndrome	10100	2154	3	1	1
C0878544	C1834481	Cardiomyopathies	"CARDIOMYOPATHY, DILATED, 1S"	89623	4	3	1	2
C0005283	C4284044	beta Thalassemia	HEMOGLOBIN J PHENOTYPE	14284	9	3	1	2
C0001206	C0018203	Acromegaly	Chronic granulomatous disease	10079	7233	3	1	1
C0006142	C0431350	Malignant neoplasm of breast	Primary microcephaly	309961	720	3	1	1
C0011860	C0032463	"Diabetes Mellitus, Non-Insulin-Dependent"	Polycythemia Vera	142114	7725	3	0	1
C0011860	C3281125	"Diabetes Mellitus, Non-Insulin-Dependent"	THROMBOCYTHEMIA 3	142114	3034	3	1	1
C0007134	C0542519	Renal Cell Carcinoma	Congenital absence of kidney	47304	666	3	0	3
C0009952	C0238358	Febrile Convulsions	Hypokalemic periodic paralysis	5067	1022	3	1	1
C0005586	C0020074	Bipolar Disorder	HSAN Type IV	48102	2026	3	1	1
C0242383	C2752038	Age related macular degeneration	"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4"	29421	22	3	1	2
C0175702	C0339573	Williams Syndrome	"Glaucoma, Primary Open Angle"	7020	16652	3	1	1
C0019061	C4016042	Hemolytic-Uremic Syndrome	"VENOUS THROMBOSIS, SUSCEPTIBILITY TO"	7975	1240	3	1	1
C0008372	C0342907	Intrahepatic Cholestasis	Sitosterolemia	15090	260	3	1	2
C0268445	C0270862	Normokalemic Periodic Paralysis	Hemiplegic migraine	1475	999	3	1	1
C0079298	C0259771	Epidermolysis Bullosa Simplex	Steatocystoma multiplex	826	245	3	1	2
